run_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	experiment_accession	scientific_name	library_strategy	library_layout	library_source	library_selection	instrument_platform	instrument_model	read_count	base_count	fastq_bytes	fastq_md5	fastq_ftp	already_available_locally	existing_gvcf	selection_status	selection_reason
SRR29908919	SAMN42721368	SRS22066766	PRJNA1138464	SRP521244	SRX25404229	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2463880	204502040	97293734	b972f7390aca6af2ed10b6f0c7a79afc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/019/SRR29908919/SRR29908919.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908920	SAMN42720945	SRS22066765	PRJNA1138464	SRP521244	SRX25404228	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	28454938	8536481400	2259897574;2615533906	13b560064d145768c216384207507e4e;923bc56fac964df428daac0ecb0764d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/020/SRR29908920/SRR29908920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/020/SRR29908920/SRR29908920_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908921	SAMN42721367	SRS22066764	PRJNA1138464	SRP521244	SRX25404227	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	20050838	6015251400	1814378938;1907584077	507bec8f63f462cfd18ecb94eb67ae88;ec6c3107b8cf7cfb22e78e08a5d74093	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/021/SRR29908921/SRR29908921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/021/SRR29908921/SRR29908921_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908922	SAMN42721366	SRS22066763	PRJNA1138464	SRP521244	SRX25404226	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2622439	217662437	102947158	fbea21746f73c688e20d13fea5b4b73e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/022/SRR29908922/SRR29908922.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908923	SAMN42721365	SRS22066762	PRJNA1138464	SRP521244	SRX25404225	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2560246	212500418	99451057	0c407e311c8d3ee495b2d8999ce83f18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/023/SRR29908923/SRR29908923.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908924	SAMN42721364	SRS22066761	PRJNA1138464	SRP521244	SRX25404224	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2458503	204055749	95574672	cdb2b84589f8cbe6617423571436ed4d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/024/SRR29908924/SRR29908924.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908925	SAMN42721363	SRS22066760	PRJNA1138464	SRP521244	SRX25404223	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2509509	208289247	98509158	935d99d6bf05a2806af1b16db75d2a56	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/025/SRR29908925/SRR29908925.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908926	SAMN42721362	SRS22066759	PRJNA1138464	SRP521244	SRX25404222	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2471039	205096237	96751072	1e443f4e959d4383a3630910a99cd077	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/026/SRR29908926/SRR29908926.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908927	SAMN42721361	SRS22066758	PRJNA1138464	SRP521244	SRX25404221	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2441430	202638690	94180663	f8faf8b30eb5da80c206ddfcc010846c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/027/SRR29908927/SRR29908927.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908928	SAMN42721360	SRS22066757	PRJNA1138464	SRP521244	SRX25404220	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2434312	202047896	97780949	f4c78f5004e59dbf3c3c845602b873b8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/028/SRR29908928/SRR29908928.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908929	SAMN42721359	SRS22066756	PRJNA1138464	SRP521244	SRX25404219	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2460859	204251297	97974671	8b75e2f079661429f011ff175bdaeae8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/029/SRR29908929/SRR29908929.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908930	SAMN42721358	SRS22066755	PRJNA1138464	SRP521244	SRX25404218	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2719710	225735930	108561147	6d73f8fc7696be4ae3749875c072f8e3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/030/SRR29908930/SRR29908930.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908931	SAMN42720944	SRS22066754	PRJNA1138464	SRP521244	SRX25404217	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2683494	222730002	103036867	eb736d6e8a7703af2a1f1158f142a7cf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/031/SRR29908931/SRR29908931.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908932	SAMN42721357	SRS22066753	PRJNA1138464	SRP521244	SRX25404216	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	30393780	9118134000	2474973301;2982288874	db880e6074ef5496c9dbbaaff7221edf;3f96ff0a7c7898644f018c970c4370e5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/032/SRR29908932/SRR29908932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/032/SRR29908932/SRR29908932_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908933	SAMN42721356	SRS22066752	PRJNA1138464	SRP521244	SRX25404215	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2549138	211578454	101162459	b6413f0009c199a6e2b515ec0742cf15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/033/SRR29908933/SRR29908933.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908934	SAMN42721355	SRS22066751	PRJNA1138464	SRP521244	SRX25404214	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2494579	207050057	98886123	55ed933481ee9d539cc0e8f6eb4bf96b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/034/SRR29908934/SRR29908934.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908935	SAMN42721354	SRS22066750	PRJNA1138464	SRP521244	SRX25404213	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2042166	169499778	79864897	76f7b4f1fa498fc698153663a48a3ccd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/035/SRR29908935/SRR29908935.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908936	SAMN42721353	SRS22066749	PRJNA1138464	SRP521244	SRX25404212	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2271817	188560811	87968027	6bca83742829bef8e4d8a16deaf77971	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/036/SRR29908936/SRR29908936.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908937	SAMN42721352	SRS22066748	PRJNA1138464	SRP521244	SRX25404211	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2409448	199984184	95308614	dc345d6a253954bd03a32f90ee300a13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/037/SRR29908937/SRR29908937.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908938	SAMN42721351	SRS22066747	PRJNA1138464	SRP521244	SRX25404210	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2423041	201112403	95563635	270f2c809cbaf69bb4dfec6039c03035	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/038/SRR29908938/SRR29908938.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908939	SAMN42721350	SRS22066746	PRJNA1138464	SRP521244	SRX25404209	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	25352033	7605609900	2074570411;2500203701	9637dd9f29c683c5a290059aae336d32;41de8d1707f44f9a3038433d07578655	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/039/SRR29908939/SRR29908939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/039/SRR29908939/SRR29908939_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908940	SAMN42721349	SRS22066745	PRJNA1138464	SRP521244	SRX25404208	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2387292	198145236	94597569	8c451fa3fc37beb25a0ea69d5809f95c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/040/SRR29908940/SRR29908940.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908941	SAMN42721348	SRS22066744	PRJNA1138464	SRP521244	SRX25404207	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2422582	201074306	94575258	fb94feabd74242678bbcd8bf5d177587	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/041/SRR29908941/SRR29908941.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908942	SAMN42720943	SRS22066743	PRJNA1138464	SRP521244	SRX25404206	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	25628720	7688616000	2044002639;2364033668	b655e3e1bb3ff95113a2e4a70918f50d;ed6f4ae2f871ae0addadf440671dc8c3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/042/SRR29908942/SRR29908942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/042/SRR29908942/SRR29908942_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908943	SAMN42721347	SRS22066742	PRJNA1138464	SRP521244	SRX25404205	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2551602	211782966	99452393	a67ad212d55c361e6edabcc2e553354d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/043/SRR29908943/SRR29908943.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908944	SAMN42721346	SRS22066741	PRJNA1138464	SRP521244	SRX25404204	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2402305	199391315	95410606	db5e4cfea5393474cff911793afabff9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/044/SRR29908944/SRR29908944.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908945	SAMN42721345	SRS22066740	PRJNA1138464	SRP521244	SRX25404203	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2496452	207205516	98915519	2ea357c1bd2a8de4ca78069081c81932	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/045/SRR29908945/SRR29908945.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908946	SAMN42721344	SRS22066739	PRJNA1138464	SRP521244	SRX25404202	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2426781	201422823	96293027	ed321724de190edf27cd21ba494e3093	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/046/SRR29908946/SRR29908946.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908947	SAMN42721343	SRS22066738	PRJNA1138464	SRP521244	SRX25404201	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2355950	195543850	91738896	cf501c51d25a3e2b757a3f1c4aec6a82	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/047/SRR29908947/SRR29908947.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908948	SAMN42721342	SRS22066737	PRJNA1138464	SRP521244	SRX25404200	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2521176	209257608	97300941	99765189d5656a784fc73bf3c436c04e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/048/SRR29908948/SRR29908948.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908949	SAMN42721284	SRS22066736	PRJNA1138464	SRP521244	SRX25404199	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2506515	208040745	96837999	f3b175469114f9c0d53a22c2b47aaedf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/049/SRR29908949/SRR29908949.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908950	SAMN42721283	SRS22066735	PRJNA1138464	SRP521244	SRX25404198	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2377235	197310505	92841026	734be52f5d19828399a6cc15e324a80f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/050/SRR29908950/SRR29908950.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908951	SAMN42721282	SRS22066733	PRJNA1138464	SRP521244	SRX25404197	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	29958808	8987642400	2461838977;2746990287	0e7a4f8b89b0d0c39e711b25b2eb1dbb;717c6fc982c68a366e3173a6f8376e24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/051/SRR29908951/SRR29908951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/051/SRR29908951/SRR29908951_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908952	SAMN42721281	SRS22066734	PRJNA1138464	SRP521244	SRX25404196	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2528894	209898202	98763122	625306dff5e53f6812ea2823092556b7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/052/SRR29908952/SRR29908952.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908953	SAMN42721280	SRS22066732	PRJNA1138464	SRP521244	SRX25404195	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2292657	190290531	89848317	41564eb560cabb45d9c77007066ee63c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/053/SRR29908953/SRR29908953.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908954	SAMN42721279	SRS22066731	PRJNA1138464	SRP521244	SRX25404194	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2406856	199769048	92916958	39f2e1afa97b0171f64dd4c2d800c882	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/054/SRR29908954/SRR29908954.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908955	SAMN42721278	SRS22066730	PRJNA1138464	SRP521244	SRX25404193	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	28398225	8519467500	2334147294;2565950430	97c20414f4d8831b86a994a4ef841a74;39339171f7b3066e69d34dc6c6c523e5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/055/SRR29908955/SRR29908955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/055/SRR29908955/SRR29908955_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908956	SAMN42720936	SRS22066729	PRJNA1138464	SRP521244	SRX25404192	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2701454	224220682	103775433	8a9de20979af5458db865fd590fa10df	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/056/SRR29908956/SRR29908956.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908957	SAMN42721277	SRS22066728	PRJNA1138464	SRP521244	SRX25404191	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2484282	206195406	96932466	dbd8f3a9b9e05069fdd0af741a969a15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/057/SRR29908957/SRR29908957.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908958	SAMN42721276	SRS22066727	PRJNA1138464	SRP521244	SRX25404190	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2451877	203505791	96436357	bcb8a50e72527d210dded3cd721920e0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/058/SRR29908958/SRR29908958.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908959	SAMN42721275	SRS22066726	PRJNA1138464	SRP521244	SRX25404189	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2387224	198139592	92202730	06f2ae7fe5e5a488a892240c61385ee0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/059/SRR29908959/SRR29908959.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908960	SAMN42721274	SRS22066725	PRJNA1138464	SRP521244	SRX25404188	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	25009088	7502726400	2032478880;2323303611	44515a44c1e8eda239089451b3177e52;34f09a4951bca1e008fb05758b7a3cd1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/060/SRR29908960/SRR29908960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/060/SRR29908960/SRR29908960_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908961	SAMN42721273	SRS22066724	PRJNA1138464	SRP521244	SRX25404187	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2406238	199717754	92371037	b03b2c34b9448161624bf7f36edc8f73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/061/SRR29908961/SRR29908961.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908962	SAMN42721272	SRS22066723	PRJNA1138464	SRP521244	SRX25404186	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	26977410	8093223000	2260655906;2414761109	96ff29c946ee7e433888f5630d8101b9;55cd385c7a8002a24263a6f3d87e601f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/062/SRR29908962/SRR29908962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/062/SRR29908962/SRR29908962_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908963	SAMN42721271	SRS22066722	PRJNA1138464	SRP521244	SRX25404185	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2259186	187512438	86783430	4cc13c576c955179ba014aea9a5d4293	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/063/SRR29908963/SRR29908963.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908964	SAMN42721270	SRS22066721	PRJNA1138464	SRP521244	SRX25404184	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2397029	198953407	92190645	b21b32173a1dd43c9f1c87e857375a77	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/064/SRR29908964/SRR29908964.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908965	SAMN42721269	SRS22066720	PRJNA1138464	SRP521244	SRX25404183	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	17385712	5215713600	1585870632;1683937477	e4d5ddf4c4faffb5f0791a0b0358867d;bc7a7007d0c82ba41bcd05bd52ae2ee1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/065/SRR29908965/SRR29908965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/065/SRR29908965/SRR29908965_2.fastq.gz	true	true	SELECTED	existing20 public cohort
SRR29908966	SAMN42721268	SRS22066719	PRJNA1138464	SRP521244	SRX25404182	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2587611	214771713	102396284	2c05733b28fe043be794b7fcfd5da0f4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/066/SRR29908966/SRR29908966.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908967	SAMN42720935	SRS22066718	PRJNA1138464	SRP521244	SRX25404181	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	31651358	9495407400	2521140869;2977417519	b282bf20df7eed57923e13e9c48dbafc;03a46fc50cee9bbd643169ab21da7565	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/067/SRR29908967/SRR29908967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/067/SRR29908967/SRR29908967_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908968	SAMN42721267	SRS22066717	PRJNA1138464	SRP521244	SRX25404180	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2724465	226130595	104419878	e3f1ca65c0c445b42444a95fad75e4dc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/068/SRR29908968/SRR29908968.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908969	SAMN42721266	SRS22066716	PRJNA1138464	SRP521244	SRX25404179	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	19366214	5809864200	1768029524;1874863511	09a1b4fba2a8c138c8c50915179bff97;f5bab0aadb44c3cc30ac75b936c952a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/069/SRR29908969/SRR29908969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/069/SRR29908969/SRR29908969_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908970	SAMN42721265	SRS22066715	PRJNA1138464	SRP521244	SRX25404178	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2368703	196602349	90939466	619ffd51a7ffcb66d7783566c3d14775	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/070/SRR29908970/SRR29908970.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908971	SAMN42721264	SRS22066714	PRJNA1138464	SRP521244	SRX25404177	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	28235559	8470667700	2272702831;2596698206	26deb91e43e00721e25e31712104abdc;2e81363fab02a77b86d2227369015ad7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/071/SRR29908971/SRR29908971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/071/SRR29908971/SRR29908971_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908972	SAMN42721263	SRS22066712	PRJNA1138464	SRP521244	SRX25404176	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2575007	213725581	99585888	4077df28c084da0d021a1f249c0cb750	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/072/SRR29908972/SRR29908972.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908973	SAMN42721262	SRS22066713	PRJNA1138464	SRP521244	SRX25404175	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2499814	207484562	97455456	770e79457532e10af09faf007c508daa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/073/SRR29908973/SRR29908973.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908974	SAMN42721261	SRS22066711	PRJNA1138464	SRP521244	SRX25404174	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2550888	211723704	100578156	98a730560dd68cb3d2025de3f1d66512	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/074/SRR29908974/SRR29908974.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908975	SAMN42721260	SRS22066710	PRJNA1138464	SRP521244	SRX25404173	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2455397	203797951	97861012	9070ffb3657f9e016ce0cd59a3e89e18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/075/SRR29908975/SRR29908975.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908976	SAMN42721259	SRS22066709	PRJNA1138464	SRP521244	SRX25404172	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2404437	199568271	93796560	b5b11a67e8283ed26b05ff269c26d21a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/076/SRR29908976/SRR29908976.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908977	SAMN42721258	SRS22066708	PRJNA1138464	SRP521244	SRX25404171	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2496494	207209002	98992261	c32b7d544364b666c53280a4f961b50a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/077/SRR29908977/SRR29908977.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908978	SAMN42720934	SRS22066707	PRJNA1138464	SRP521244	SRX25404170	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	27723776	8317132800	2254523641;2579208505	18385d4672e1f4bbab9e22e018b36bfe;e5c914b5c86bfe4ae5b99c83496348c4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/078/SRR29908978/SRR29908978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/078/SRR29908978/SRR29908978_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
