run_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	experiment_accession	scientific_name	library_strategy	library_layout	library_source	library_selection	instrument_platform	instrument_model	read_count	base_count	fastq_bytes	fastq_md5	fastq_ftp	already_available_locally	existing_gvcf	selection_status	selection_reason
SRR29908979	SAMN42721257	SRS22066706	PRJNA1138464	SRP521244	SRX25404169	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	27326913	8198073900	2224308382;2755057464	3e2deb0d6769b1c2c8ab69a5d50a8719;bbf7eb1f8d942cf154b3dc20d41084a9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/079/SRR29908979/SRR29908979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/079/SRR29908979/SRR29908979_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908980	SAMN42721256	SRS22066705	PRJNA1138464	SRP521244	SRX25404168	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2475784	205490072	94758058	86ca0072283db6316b68b2dd97c19e1b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/080/SRR29908980/SRR29908980.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908981	SAMN42720901	SRS22066704	PRJNA1138464	SRP521244	SRX25404167	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2434976	202103008	90986477	2eca380aa55dc19adaf51f8cb671e542	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/081/SRR29908981/SRR29908981.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908982	SAMN42721197	SRS22066703	PRJNA1138464	SRP521244	SRX25404166	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	28421888	8526566400	2392028579;2574135262	5e6502aed1d17bdff3fdb01811e91aea;bf6c5b6b506bf16f0d30aaa614472c08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/082/SRR29908982/SRR29908982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/082/SRR29908982/SRR29908982_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908983	SAMN42721196	SRS22066701	PRJNA1138464	SRP521244	SRX25404165	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	27162611	8148783300	2235562250;2521326783	3c70e9963d83bb25f867c6d55c9406f9;fe8e9a4a30de1623e44ecde6d737d282	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/083/SRR29908983/SRR29908983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/083/SRR29908983/SRR29908983_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908984	SAMN42721195	SRS22066702	PRJNA1138464	SRP521244	SRX25404164	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2680951	222518933	104064831	acdb837f1ed48ba3f1d39eb0222ef660	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/084/SRR29908984/SRR29908984.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908985	SAMN42721194	SRS22066700	PRJNA1138464	SRP521244	SRX25404163	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	24035429	7210628700	2025330519;2212825721	e81d4351de0113d6e028f6dd2ea5971d;d739a24f8334be72bebd48e14897b5dc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/085/SRR29908985/SRR29908985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/085/SRR29908985/SRR29908985_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908986	SAMN42721193	SRS22066699	PRJNA1138464	SRP521244	SRX25404162	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2762586	229294638	108301857	a5ecd897dbe88da36ee0b8a601219d26	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/086/SRR29908986/SRR29908986.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908987	SAMN42721192	SRS22066698	PRJNA1138464	SRP521244	SRX25404161	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2920172	242374276	113292749	d5e5c3a0808271b00adc8fb3c4f2829b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/087/SRR29908987/SRR29908987.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908988	SAMN42721191	SRS22066697	PRJNA1138464	SRP521244	SRX25404160	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	26207662	7862298600	2194766612;2379544829	403236f201d4eb7c5b9f2e2fba1e6b53;ab6f11c22606691261d1c5ae57a78fcd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/088/SRR29908988/SRR29908988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/088/SRR29908988/SRR29908988_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908989	SAMN42721190	SRS22066696	PRJNA1138464	SRP521244	SRX25404159	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	32188974	9656692200	2550735494;2929556213	1bafc123da5a275ba009274a0fe5271e;cffe1a3b9e14d120edaaaa3fd9df6462	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/089/SRR29908989/SRR29908989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/089/SRR29908989/SRR29908989_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908990	SAMN42721189	SRS22066694	PRJNA1138464	SRP521244	SRX25404158	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2881141	239134703	109857267	a6fcb8422c09559893d78270e76cd693	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/090/SRR29908990/SRR29908990.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908991	SAMN42721188	SRS22066695	PRJNA1138464	SRP521244	SRX25404157	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	29349634	8804890200	2324679676;2693912407	f3bcbf199375b971f2df72ff080a86b5;78769812cd0e73f61fff555204a9a525	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/091/SRR29908991/SRR29908991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/091/SRR29908991/SRR29908991_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908992	SAMN42720927	SRS22066693	PRJNA1138464	SRP521244	SRX25404156	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	34588666	10376599800	2792759818;3127276851	8a19044e2872b040fbcfb2ad7cd3a896;73aa0005085b3e94f8c4102f3a34cc54	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/092/SRR29908992/SRR29908992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/092/SRR29908992/SRR29908992_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908993	SAMN42721187	SRS22066692	PRJNA1138464	SRP521244	SRX25404155	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	30007052	9002115600	2452285103;2720729545	55a8e0fa7a4de217c045b07a3b423546;991a4f884b0a8ba0e56ddb0eb97d8337	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/093/SRR29908993/SRR29908993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/093/SRR29908993/SRR29908993_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908994	SAMN42721186	SRS22066691	PRJNA1138464	SRP521244	SRX25404154	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	29591826	8877547800	2435445376;2764863883	56f0bd6915049a4e8953c04f5d3c5d74;89bb5bdf68727c31c4822c41d127b4b2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/094/SRR29908994/SRR29908994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/094/SRR29908994/SRR29908994_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908995	SAMN42721185	SRS22066690	PRJNA1138464	SRP521244	SRX25404153	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	31717131	9515139300	2513575193;2902542341	0501112173e5807beab8dfb1509b8186;43406d9f2e138e216af93b83e98dde76	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/095/SRR29908995/SRR29908995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/095/SRR29908995/SRR29908995_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908996	SAMN42721184	SRS22066689	PRJNA1138464	SRP521244	SRX25404152	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	26456725	7937017500	2110434208;2330423776	1726062266c52762dfb96453a7d0bc93;d3595fbad638484b33f2d9b707472c73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/096/SRR29908996/SRR29908996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/096/SRR29908996/SRR29908996_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908997	SAMN42721183	SRS22066688	PRJNA1138464	SRP521244	SRX25404151	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2696646	223821618	105058657	6b3694d5eed2e872bd58acdb0eb428f9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/097/SRR29908997/SRR29908997.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908998	SAMN42721182	SRS22066686	PRJNA1138464	SRP521244	SRX25404150	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2727334	226368722	107615121	4b2b0f13ae5ffae1f7d8986cdf8a6ae0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/098/SRR29908998/SRR29908998.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908999	SAMN42721181	SRS22066687	PRJNA1138464	SRP521244	SRX25404149	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	23019294	6905788200	1926202702;2091506477	719d2b62024b22dc16ec48e8ff6593c5;de700da0efc3a58e82c778686bd4474d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/099/SRR29908999/SRR29908999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/099/SRR29908999/SRR29908999_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909000	SAMN42721180	SRS22066685	PRJNA1138464	SRP521244	SRX25404148	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2659935	220774605	103630640	9037c250cf583ef450425a2171979394	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/000/SRR29909000/SRR29909000.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909001	SAMN42721179	SRS22066684	PRJNA1138464	SRP521244	SRX25404147	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	28662589	8598776700	2392163193;2567487065	825846828f7eb45db925cb8c4df384e5;137c215343791def64e60b65eec81753	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/001/SRR29909001/SRR29909001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/001/SRR29909001/SRR29909001_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909002	SAMN42721178	SRS22066683	PRJNA1138464	SRP521244	SRX25404146	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2853448	236836184	110744921	c4b027a7b6ccf88c616c9bfdfa198121	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/002/SRR29909002/SRR29909002.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909003	SAMN42720926	SRS22066682	PRJNA1138464	SRP521244	SRX25404145	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	30490344	9147103200	2423100078;2792116692	8e92970198eeae77aa9fd6e3647e4001;7a5a5da5738f61f2635c46d7f6bc0dc7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/003/SRR29909003/SRR29909003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/003/SRR29909003/SRR29909003_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909004	SAMN42721177	SRS22066681	PRJNA1138464	SRP521244	SRX25404144	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2841188	235818604	111302831	5cd3c76a0ff0803a83137500531231af	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/004/SRR29909004/SRR29909004.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909005	SAMN42721176	SRS22066678	PRJNA1138464	SRP521244	SRX25404143	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2629399	218240117	103814564	d988273d4dad3fbab420e797112b399e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/005/SRR29909005/SRR29909005.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909006	SAMN42721175	SRS22066680	PRJNA1138464	SRP521244	SRX25404142	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2803679	232705357	110753519	d816723d87316d00f81ef8e826d0b470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/006/SRR29909006/SRR29909006.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909007	SAMN42721174	SRS22066679	PRJNA1138464	SRP521244	SRX25404141	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2821168	234156944	111496522	c6250a4e572cea82e4d0520453b7a4b8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/007/SRR29909007/SRR29909007.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909008	SAMN42721173	SRS22066677	PRJNA1138464	SRP521244	SRX25404140	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2674363	221972129	104543084	1e983a24f650b170813d0634b7844cb6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/008/SRR29909008/SRR29909008.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909009	SAMN42721172	SRS22066676	PRJNA1138464	SRP521244	SRX25404139	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2692133	223447039	107820034	9893f9041578fcadfaedcdd7a74ae9be	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/009/SRR29909009/SRR29909009.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909010	SAMN42721171	SRS22066675	PRJNA1138464	SRP521244	SRX25404138	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2841964	235883012	113069436	da9921b28fb687ab2ee3ad70fd0d4dac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/010/SRR29909010/SRR29909010.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909011	SAMN42721170	SRS22066674	PRJNA1138464	SRP521244	SRX25404137	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	25064263	7519278900	2061733225;2323949186	442572ae526119851e0b008fcad1f32c;346f591ffcbc42eb297329dc72302180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/011/SRR29909011/SRR29909011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/011/SRR29909011/SRR29909011_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909012	SAMN42721169	SRS22066673	PRJNA1138464	SRP521244	SRX25404136	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2873437	238495271	115069595	8b8e1f93dc90a8bed3ac6a863cf845dd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/012/SRR29909012/SRR29909012.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909013	SAMN42721139	SRS22066672	PRJNA1138464	SRP521244	SRX25404135	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	25088971	7526691300	2075717996;2303511955	d8b24474438aa91cd6b644c4a7c51554;289ff22d70c13c8cfcd0a996b7eab6cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/013/SRR29909013/SRR29909013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/013/SRR29909013/SRR29909013_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909014	SAMN42721138	SRS22066671	PRJNA1138464	SRP521244	SRX25404134	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2802582	232614306	111377039	2793c1a23bacf9cb1dfdcec278f2c694	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/014/SRR29909014/SRR29909014.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909015	SAMN42720922	SRS22066670	PRJNA1138464	SRP521244	SRX25404133	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	26181929	7854578700	2095329157;2453294010	167d5b3d300704e5ebc4cec07c666c76;b8da4a2f033983d594a7ac7fe85adbc4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/015/SRR29909015/SRR29909015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/015/SRR29909015/SRR29909015_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909016	SAMN42721137	SRS22066669	PRJNA1138464	SRP521244	SRX25404132	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2694966	223682178	107742878	0d07e4fb47ec55687e0cd8723be8cd29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/016/SRR29909016/SRR29909016.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909017	SAMN42721136	SRS22066668	PRJNA1138464	SRP521244	SRX25404131	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2978296	247198568	119376739	14e1479c5c333b339bd74acbd8d52f82	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/017/SRR29909017/SRR29909017.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909018	SAMN42721135	SRS22066667	PRJNA1138464	SRP521244	SRX25404130	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	28146599	8443979700	2339137857;2601786655	982fe668f0658fd5189a89a4d74d3b73;7d041518ec35678f70905d0cabd50851	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/018/SRR29909018/SRR29909018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/018/SRR29909018/SRR29909018_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909019	SAMN42721134	SRS22066666	PRJNA1138464	SRP521244	SRX25404129	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2517583	208959389	100528016	684aaa2d1febc586e35d105b0408cb34	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/019/SRR29909019/SRR29909019.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909020	SAMN42721133	SRS22066665	PRJNA1138464	SRP521244	SRX25404128	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2451666	203488278	100023371	5d13e3d5537ad45d26f268c329019814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/020/SRR29909020/SRR29909020.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909021	SAMN42721132	SRS22066663	PRJNA1138464	SRP521244	SRX25404127	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2525054	209579482	102059515	cfa753cffa30f8265eaa40f1ca4b7903	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/021/SRR29909021/SRR29909021.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909022	SAMN42721131	SRS22066664	PRJNA1138464	SRP521244	SRX25404126	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2860690	237437270	115621859	00d806a60931a1853024d0dd815c429c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/022/SRR29909022/SRR29909022.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909023	SAMN42721130	SRS22066662	PRJNA1138464	SRP521244	SRX25404125	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	36872974	11061892200	2995028678;3247339256	dfab2c1e5cb98a4b465b3731fc59da9f;764199d1f2b614d277e98ac726058d75	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/023/SRR29909023/SRR29909023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/023/SRR29909023/SRR29909023_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909024	SAMN42721129	SRS22066661	PRJNA1138464	SRP521244	SRX25404124	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	30925044	9277513200	2566491423;2845728378	c93d40ab8c9da3cf878c9985d50ce4c4;ed10f35fb06616e78ff0484b63d45a43	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/024/SRR29909024/SRR29909024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/024/SRR29909024/SRR29909024_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909025	SAMN42721128	SRS22066660	PRJNA1138464	SRP521244	SRX25404123	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2592980	215217340	106073866	07ecbfcd80f4386a6a5ccbaa8d847522	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/025/SRR29909025/SRR29909025.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909026	SAMN42720921	SRS22066659	PRJNA1138464	SRP521244	SRX25404122	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	26644419	7993325700	2126280400;2393895512	2bfa6a195c420428222b851db2f803b9;d872de7b9e29479b4caadb58936b4c89	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/026/SRR29909026/SRR29909026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/026/SRR29909026/SRR29909026_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909027	SAMN42721127	SRS22066658	PRJNA1138464	SRP521244	SRX25404121	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	28126386	8437915800	2231888820;2613732353	0abc7dba684f9e57964bd709c44a84b2;45198e4a220d2a3d53f88af740d903b9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/027/SRR29909027/SRR29909027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/027/SRR29909027/SRR29909027_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909028	SAMN42721126	SRS22066657	PRJNA1138464	SRP521244	SRX25404120	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	32200855	9660256500	2554809297;3015805597	9f5ce04217fac0ec49f9258d24cfc332;2b4beabb28e4e93082836977ce77eadf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/028/SRR29909028/SRR29909028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/028/SRR29909028/SRR29909028_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909029	SAMN42721125	SRS22066656	PRJNA1138464	SRP521244	SRX25404119	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	3217689	267068187	130052655	5ee5af169fa51d45cc0381844459041c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/029/SRR29909029/SRR29909029.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909030	SAMN42721124	SRS22066655	PRJNA1138464	SRP521244	SRX25404118	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	3007377	249612291	122558302	d66a4543a9e87c4242151640005113f5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/030/SRR29909030/SRR29909030.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909031	SAMN42721123	SRS22066654	PRJNA1138464	SRP521244	SRX25404117	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2039782	169301906	84172890	e433d26d84dd2336aac612b4b026d409	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/031/SRR29909031/SRR29909031.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909032	SAMN42721122	SRS22066653	PRJNA1138464	SRP521244	SRX25404116	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2365986	196376838	97145832	70ad0f8ab40306a9904ea110b8603411	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/032/SRR29909032/SRR29909032.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909033	SAMN42721121	SRS22066652	PRJNA1138464	SRP521244	SRX25404115	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2677153	222203699	105649063	c596d1311780fde5682d2832c1ff5463	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/033/SRR29909033/SRR29909033.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909034	SAMN42721120	SRS22066651	PRJNA1138464	SRP521244	SRX25404114	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2644273	219474659	108786309	5454e923b2beb1b7645dac30931397cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/034/SRR29909034/SRR29909034.fastq.gz	false	false	EXCLUDED	not WGS paired-end
